Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
Datsun RediGO 1.0,2017,2.2,3.75,60000,Petrol,Individual,Manual,0
Tata Tiago 1.2,2016,3.5,5.13,30000,Petrol,Individual,Manual,0
Honda Amaze VX,2018,6.75,5.92,40000,Diesel,Individual,Manual,0
Toyota Etios Cross,2016,4.35,6.83,50000,Petrol,Individual,Manual,1
Honda CR-V 2.0L,2006,1.25,29.12,200000,Petrol,Individual,Automatic,2
Mahindra KUV 100,2016,4.0,6.21,14000,Petrol,Individual,Manual,1
Chevrolet Tavera Neo,2015,4.25,6.3,70000,Diesel,Individual,Manual,0
Maruti Ritz Genus,2010,3.11,5.2,94000,Diesel,Individual,Manual,1
Chevrolet Tavera Neo,2015,5.1,6.12,197000,Diesel,Individual,Manual,0
Ford Figo 1.5D,2015,5.3,6.47,79000,Diesel,Individual,Manual,1
Skoda Octavia Rider,2008,2.1,28.34,120000,Diesel,Individual,Manual,1
Mahindra Marazzo M2,2019,9.77,9.6,30000,Diesel,Individual,Manual,0
Maruti Wagon R,2018,4.4,3.74,20000,Petrol,Individual,Manual,0
Maruti Wagon R,2018,4.4,3.74,17000,Petrol,Individual,Manual,0
Hyundai i20 1.2,2018,6.55,8.19,20000,Petrol,Individual,Manual,0
Renault KWID RXT,2016,2.95,3.89,60000,Petrol,Individual,Manual,0
Hyundai i20 1.2,2018,6.55,8.19,20000,Petrol,Individual,Manual,0
Hyundai Getz 1.1,2007,0.65,8.24,70000,Petrol,Individual,Manual,2
Tata Hexa XT,2017,12.0,6.44,150000,Diesel,Individual,Manual,0
Tata Hexa XM,2017,12.51,6.58,35000,Diesel,Individual,Manual,0
Tata Indigo CS,2010,2.0,5.94,60000,Diesel,Individual,Manual,0
Hyundai i20 Active,2016,7.5,8.19,40000,Diesel,Individual,Manual,0
Maruti Wagon R,2018,4.0,4.32,60000,CNG,Individual,Manual,0
Honda Amaze E,2017,4.75,6.76,57000,Petrol,Individual,Manual,0
Tata Indigo VS,2012,1.1,6.12,120000,Diesel,Individual,Manual,1
Renault KWID 1.0,2017,3.5,3.85,30000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2016,4.5,6.99,175000,Diesel,Individual,Manual,0
Tata Indigo LX,2010,1.5,6.48,90000,Diesel,Individual,Manual,0
Tata Indica V2,2009,0.8,3.64,110000,Diesel,Individual,Manual,1
Hyundai i20 Magna,2015,4.3,8.19,35000,Petrol,Individual,Manual,1
Toyota Innova Crysta,2017,14.5,16.59,81000,Diesel,Individual,Manual,0
Chevrolet Cruze LTZ,2011,3.6,13.16,100000,Diesel,Individual,Manual,0
Tata Hexa XTA,2017,14.45,7.28,60000,Diesel,Individual,Automatic,0
Honda City i,2016,6.7,10.58,60000,Diesel,Individual,Manual,0
Mercedes-Benz GLA Class,2016,20.0,62.4,70000,Petrol,Individual,Automatic,0
Maruti Swift 1.3,2010,1.75,6.18,83000,Petrol,Individual,Manual,1
Honda Amaze S,2015,4.4,7.02,50000,Diesel,Individual,Manual,0
Hyundai i20 1.4,2012,2.55,7.72,90000,Diesel,Individual,Manual,0
Datsun GO Plus,2018,5.3,4.31,65000,Petrol,Individual,Manual,0
Mahindra XUV500 W4,2016,8.9,13.07,40000,Diesel,Individual,Manual,1
Volkswagen Polo Diesel,2013,2.8,6.46,80000,Diesel,Individual,Manual,1
Maruti Swift Dzire,2017,7.25,6.63,35000,Petrol,Individual,Automatic,0
Mahindra TUV 300,2016,7.0,9.2,30000,Diesel,Individual,Manual,0
Maruti Zen Estilo,2007,0.9,3.5,70000,Petrol,Individual,Manual,0
Hyundai i10 Magna,2015,2.87,4.89,100000,Petrol,Individual,Manual,1
Hyundai Creta 1.6,2018,13.8,12.0,55000,Petrol,Individual,Automatic,0
Toyota Innova 2.5,2013,7.5,13.12,80000,Diesel,Individual,Manual,1
Hyundai Verna 1.4,2016,6.5,9.67,40000,Petrol,Individual,Manual,0
Maruti Wagon R,2013,2.4,4.23,108916,Petrol,Individual,Manual,1
Hyundai EON Magna,2013,2.9,7.28,40000,Petrol,Individual,Manual,1
Hyundai EON Era,2014,2.3,7.92,80000,Petrol,Individual,Manual,0
Honda City i,2016,10.0,11.38,50000,Diesel,Individual,Manual,1
Hyundai Santro Xing,2012,2.0,5.45,90000,Petrol,Individual,Manual,1
Maruti Alto LX,2004,0.9,3.85,70000,Petrol,Individual,Manual,3
Hyundai i20 1.4,2012,3.3,8.35,90000,Diesel,Individual,Manual,0
Maruti Ritz VDi,2009,2.0,5.87,70000,Diesel,Individual,Manual,0
Mahindra KUV 100,2018,4.2,6.4,31000,Diesel,Individual,Manual,0
Maruti Swift Dzire,2009,2.6,7.43,120000,Diesel,Individual,Manual,1
Hyundai i20 Sportz,2016,5.9,7.72,40000,Petrol,Individual,Manual,0
Maruti Swift VDI,2015,5.45,6.94,180000,Diesel,Individual,Manual,0
Maruti Wagon R,2011,2.1,4.23,90000,Petrol,Individual,Manual,1
Honda City 2017-2020,2008,1.85,12.19,110000,Petrol,Individual,Manual,1
Maruti Wagon R,2006,1.25,4.07,59000,Petrol,Individual,Manual,1
Hyundai EON Magna,2014,2.8,8.0,60000,Petrol,Individual,Manual,1
Hyundai Santro Xing,2005,0.99,5.25,89500,Petrol,Individual,Manual,0
Maruti Wagon R,2005,0.98,4.15,70000,Petrol,Individual,Manual,1
Tata Indica Vista,2009,1.0,3.96,190000,Diesel,Individual,Manual,0
Mahindra Verito Vibe,2013,2.5,9.0,180000,Diesel,Individual,Manual,0
Toyota Fortuner 3.0,2010,7.5,28.18,150000,Diesel,Individual,Manual,1
Chevrolet Optra Magnum,2007,1.6,5.82,130000,Diesel,Individual,Manual,1
Hyundai Verna 1.6,2013,5.1,9.11,120000,Diesel,Individual,Automatic,1
Tata Indica V2,2009,0.95,3.68,80000,Diesel,Individual,Manual,1
Hyundai Verna 1.6,2014,5.25,10.04,80000,Diesel,Individual,Manual,1
Datsun RediGO 1.0,2017,2.78,3.25,20000,Petrol,Individual,Manual,0
Maruti 800 AC,1997,0.5,2.48,60000,Petrol,Individual,Manual,1
Volkswagen Polo Diesel,2011,2.55,5.84,120000,Diesel,Individual,Manual,2
Maruti Swift Dzire,2019,6.75,7.5,10000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2016,6.0,6.49,147000,Diesel,Individual,Manual,1
Maruti S-Cross 2017-2020,2018,9.5,8.61,51000,Diesel,Individual,Manual,0
Honda City 2017-2020,2007,2.3,12.19,60000,Petrol,Individual,Manual,2
Toyota Innova 2.5,2009,6.0,15.31,220000,Diesel,Individual,Manual,0
Maruti Alto 800,2017,3.3,3.67,20000,Petrol,Individual,Manual,0
Maruti Alto K10,2017,3.5,4.15,40000,Petrol,Individual,Manual,0
Volkswagen Polo 1.2,2016,5.6,6.58,35000,Petrol,Individual,Manual,0
Maruti Wagon R,2017,4.4,3.74,30000,Petrol,Individual,Manual,0
Maruti A-Star Vxi,2011,2.2,5.72,90000,Petrol,Individual,Manual,1
Maruti Swift Dzire,2017,7.5,7.86,110000,Diesel,Individual,Manual,1
Mahindra XUV500 W6,2015,8.0,13.5,140000,Diesel,Individual,Manual,0
Tata Indica V2,2007,0.59,4.28,104000,Diesel,Individual,Manual,1
Maruti Baleno Zeta,2018,7.4,6.85,9000,Petrol,Individual,Automatic,0
Maruti Ignis 1.2,2019,5.7,5.66,19000,Petrol,Individual,Automatic,1
Maruti Wagon R,2017,4.3,3.94,20000,Petrol,Individual,Automatic,0
Maruti Vitara Brezza,2016,8.0,9.04,70000,Diesel,Individual,Manual,0
Hyundai Grand i10,2015,4.5,5.89,53000,Diesel,Individual,Manual,0
Maruti Swift Dzire,2013,4.2,6.49,105000,Diesel,Individual,Manual,1
Mahindra Thar DI,2015,7.5,12.4,16000,Diesel,Individual,Manual,0
Maruti Baleno RS,2019,7.8,7.97,7200,Petrol,Individual,Manual,0
Volkswagen Polo Diesel,2011,3.2,6.46,77000,Diesel,Individual,Manual,1
Mahindra KUV 100,2017,6.9,6.59,40000,Diesel,Individual,Manual,0
Maruti Swift Dzire,2012,3.75,6.56,70000,Diesel,Individual,Manual,1
Ford Figo 1.2P,2017,6.2,6.23,50000,Petrol,Individual,Manual,0
Hyundai Santro Xing,2015,3.0,4.95,85000,CNG,Individual,Manual,0
Maruti Eeco 7,2016,3.7,3.75,58000,Petrol,Individual,Manual,1
Mahindra Thar 4X4,2013,7.7,14.58,85000,Diesel,Individual,Manual,0
Hyundai Xcent 1.2,2014,5.0,6.43,65000,Petrol,Individual,Manual,0
Mahindra KUV 100,2017,4.5,6.91,120000,Diesel,Individual,Manual,0
Hyundai Santro Xing,2013,1.95,5.45,50000,Petrol,Individual,Manual,1
Maruti Wagon R,2018,4.72,4.52,30000,Petrol,Individual,Automatic,0
Maruti Alto K10,2014,2.5,4.15,58000,Petrol,Individual,Manual,1
Chevrolet Beat Diesel,2011,1.65,4.63,70000,Diesel,Individual,Manual,1
Tata Zest Quadrajet,2018,5.25,7.8,110000,Diesel,Individual,Manual,1
Maruti Wagon R,2003,1.45,4.07,65000,Petrol,Individual,Manual,2
Tata Indica Vista,2013,3.25,4.24,100000,Diesel,Individual,Manual,0
Mahindra Bolero Power,2017,6.6,9.12,60000,Diesel,Individual,Manual,1
Ford Classic 1.4,2014,3.1,8.46,90000,Diesel,Individual,Manual,1
Mahindra Bolero SLX,2008,2.5,9.3,200000,Diesel,Individual,Manual,0
Ford Classic 1.4,2014,3.3,8.46,100000,Diesel,Individual,Manual,1
Ford Figo Diesel,2012,2.5,5.93,80000,Diesel,Individual,Manual,1
Mahindra NuvoSport N8,2017,6.5,10.4,60000,Diesel,Individual,Automatic,0
Maruti Alto K10,2016,3.05,4.15,40000,Petrol,Individual,Manual,0
Maruti Ciaz VDi,2015,6.0,9.54,50000,Diesel,Individual,Manual,0
Maruti Wagon R,2015,2.8,3.74,110000,Petrol,Individual,Manual,0
Tata Indigo CR4,2011,1.53,5.76,50000,Diesel,Individual,Manual,1
Mahindra TUV 300,2018,7.0,10.1,30000,Diesel,Individual,Manual,0
Renault KWID RXL,2017,3.25,3.82,40000,Petrol,Individual,Manual,0
Maruti Alto K10,2016,3.05,4.15,40000,Petrol,Individual,Manual,0
Maruti 800 AC,2006,1.55,2.48,70000,Petrol,Individual,Manual,1
Maruti Alto K10,2012,2.35,4.23,80000,Petrol,Individual,Manual,2
Tata Indica DLS,2005,0.6,3.68,100000,Diesel,Individual,Manual,3
Maruti Swift VXI,2016,5.0,6.25,15000,Petrol,Individual,Manual,0
Mahindra Bolero DI,2004,1.2,8.38,150000,Diesel,Individual,Manual,1
Maruti Estilo LXI,2009,1.55,5.06,63000,Petrol,Individual,Manual,2
Skoda Rapid 1.5,2016,6.75,11.76,88000,Diesel,Dealer,Automatic,0
Toyota Innova 2.5,2014,9.5,15.45,80000,Diesel,Dealer,Manual,0
Mahindra XUV500 W5,2018,10.51,15.08,59865,Diesel,Dealer,Manual,0
Volkswagen Polo 2015-2019,2016,5.91,5.59,60000,Diesel,Dealer,Manual,0
Hyundai i20 Asta,2015,5.85,7.64,72000,Diesel,Dealer,Manual,0
Honda City i-VTEC,2017,10.25,11.38,68140,Petrol,Dealer,Automatic,0
Maruti Swift VDI,2014,4.5,6.6,53190,Diesel,Dealer,Manual,0
Hyundai i20 2015-2017,2014,4.85,7.41,70100,Diesel,Dealer,Manual,0
Honda Jazz 1.5,2018,6.5,7.95,47725,Diesel,Dealer,Manual,0
Maruti Swift Dzire,2014,4.35,6.49,70195,Diesel,Dealer,Manual,1
Ford Figo Diesel,2011,1.95,5.57,77395,Diesel,Dealer,Manual,1
Mahindra Marazzo M2,2019,10.0,9.6,17000,Diesel,Dealer,Manual,0
Hyundai Elantra CRDi,2013,6.5,17.86,64000,Diesel,Dealer,Automatic,0
Chevrolet Beat Diesel,2014,1.9,4.86,74321,Diesel,Dealer,Manual,0
Maruti Swift Dzire,2013,4.1,7.86,80235,Diesel,Dealer,Manual,1
Hyundai Creta 1.6,2016,10.5,11.88,77150,Diesel,Dealer,Automatic,0
Volkswagen Vento 1.5,2015,6.51,10.75,69000,Diesel,Dealer,Automatic,0
Maruti SX4 S,2015,6.5,9.64,57000,Diesel,Dealer,Manual,0
Skoda Rapid 1.5,2017,7.5,11.65,89000,Diesel,Dealer,Manual,0
Volkswagen Passat Highline,2012,7.99,10.9,61100,Diesel,Dealer,Automatic,0
Skoda Octavia Ambiente,2010,3.55,23.92,116000,Diesel,Individual,Manual,0
Hyundai Verna 1.6,2015,6.0,9.02,80000,Diesel,Individual,Manual,0
Maruti Swift VDI,2018,6.85,6.6,26000,Diesel,Individual,Manual,0
Maruti Swift LDI,2018,5.1,7.01,100000,Diesel,Individual,Manual,0
Maruti Alto Green,2012,1.5,3.56,82300,CNG,Individual,Manual,1
Maruti Swift Dzire,2017,6.5,6.78,82050,Diesel,Individual,Manual,0
Toyota Etios VD,2012,4.0,6.75,74500,Diesel,Individual,Manual,0
Mahindra XUV500 W8,2012,6.75,12.92,120000,Diesel,Individual,Manual,1
Renault KWID AMT,2018,3.19,3.71,30000,Petrol,Individual,Automatic,0
Honda Amaze S,2019,6.4,6.76,6000,Petrol,Individual,Manual,0
Hyundai i20 1.2,2017,6.5,7.96,30000,Petrol,Individual,Manual,0
Maruti Ertiga VDI,2015,6.5,9.82,70000,Diesel,Individual,Manual,0
Maruti Alto Green,2010,1.55,3.56,70000,CNG,Individual,Manual,1
Maruti Ertiga VDI,2015,6.5,9.82,70000,Diesel,Individual,Manual,0
Maruti Swift Ldi,2008,1.75,7.28,120000,Diesel,Individual,Manual,0
Hyundai Grand i10,2014,3.75,5.94,76000,Diesel,Individual,Manual,2
Hyundai Grand i10,2014,4.3,5.61,80000,Diesel,Individual,Manual,1
Tata Indica V2,2008,0.65,3.64,110000,Diesel,Individual,Manual,1
Hyundai Accent GLS,2009,1.5,8.48,70000,Petrol,Individual,Manual,2
Hyundai i20 Active,2019,6.2,8.42,13000,Petrol,Individual,Manual,0
Ford Classic 1.6,2013,2.5,9.27,60000,Petrol,Individual,Manual,1
Maruti Ritz VDi,2011,2.75,5.31,165000,Diesel,Individual,Manual,0
Chevrolet Tavera Neo,2013,4.54,6.54,120000,Diesel,Individual,Manual,1
Mahindra TUV 300,2017,6.0,10.9,30000,Diesel,Individual,Manual,1
Volkswagen Vento Diesel,2011,4.0,10.86,100000,Diesel,Individual,Manual,1
Mahindra Renault Logan,2007,1.8,9.6,187000,Diesel,Individual,Manual,1
Maruti Vitara Brezza,2016,7.5,10.42,70000,Diesel,Individual,Manual,0
Maruti Swift VXI,2016,5.0,6.25,40000,Petrol,Individual,Manual,0
Audi Q3 2.0,2017,28.25,36.63,22000,Diesel,Dealer,Automatic,0
Honda Civic ZX,2020,21.25,18.84,5500,Diesel,Dealer,Manual,0
BMW X1 sDrive20d,2018,33.5,36.95,18000,Diesel,Dealer,Automatic,0
Honda Jazz VX,2019,8.4,7.05,1500,Petrol,Individual,Automatic,0
Honda Mobilio RS,2015,10.0,8.64,46000,Diesel,Individual,Manual,0
Maruti Baleno Alpha,2017,7.4,6.85,24400,Diesel,Individual,Manual,0
Volkswagen Vento 1.5,2018,12.9,11.08,29899,Diesel,Dealer,Automatic,0
Toyota Innova Crysta,2018,18.0,15.77,20000,Diesel,Dealer,Automatic,0
Hyundai Grand i10,2020,7.75,5.72,2000,Petrol,Dealer,Manual,0
Renault Lodgy 85PS,2017,6.95,10.19,34000,Diesel,Dealer,Manual,0
Hyundai Elite i20,2018,7.3,7.2,31000,Petrol,Dealer,Automatic,0
Chevrolet Trailblazer LTZ,2016,12.95,5.88,46000,Diesel,Dealer,Automatic,1
Isuzu MU 7,2016,11.6,16.38,121000,Diesel,Dealer,Automatic,0
Mercedes-Benz GLC 220d,2017,33.0,56.4,60000,Diesel,Dealer,Automatic,0
Hyundai Santro Asta,2018,5.4,4.7,7000,Petrol,Dealer,Manual,0
Maruti Celerio ZXI,2016,4.35,4.69,10000,Petrol,Dealer,Automatic,0
Mercedes-Benz GL-Class 220d,2018,46.0,54.0,6000,Diesel,Dealer,Automatic,0
Force Gurkha Hard,2018,9.1,8.72,20000,Diesel,Dealer,Manual,0
Hyundai Creta 1.6,2015,8.5,11.52,59235,Diesel,Dealer,Manual,0
BMW X4 M,2019,58.0,49.5,21000,Diesel,Dealer,Automatic,0
Honda Amaze S,2014,5.2,7.02,48000,Diesel,Individual,Manual,0
Mahindra Xylo D4,2018,6.5,11.66,114000,Diesel,Individual,Manual,0
Maruti Swift Dzire,2011,4.3,6.63,120000,Diesel,Individual,Manual,1
Hyundai i20 Magna,2013,3.6,7.49,144000,Diesel,Individual,Manual,0
Hyundai i20 Magna,2013,3.5,7.49,144000,Diesel,Individual,Manual,0
Maruti Vitara Brezza,2016,7.91,9.04,190000,Diesel,Individual,Manual,0
Toyota Innova 2.5,2015,9.5,13.12,190000,Diesel,Individual,Manual,1
Maruti Swift VDI,2019,6.9,6.6,20000,Diesel,Individual,Manual,0
Hyundai Verna CRDi,2017,8.6,9.3,40000,Diesel,Individual,Manual,1
Maruti Swift Dzire,2012,3.71,6.78,100000,Diesel,Individual,Manual,0
Tata Indica V2,2008,0.45,3.84,60000,Diesel,Individual,Manual,1
Ford Fiesta 1.4,2006,0.55,8.82,201000,Diesel,Individual,Manual,0
Volkswagen Vento Diesel,2011,2.4,11.3,110000,Diesel,Individual,Manual,0
Maruti Swift VDI,2014,4.95,6.94,77215,Diesel,Individual,Manual,1
Maruti Swift 1.3,2005,1.7,6.46,50000,Petrol,Individual,Manual,0
Honda Jazz 1.2,2015,6.71,7.12,48228,Petrol,Dealer,Manual,0
Maruti Swift VDI,2017,6.93,7.21,58559,Diesel,Dealer,Manual,0
Maruti Swift VDI,2010,3.52,6.94,72179,Diesel,Dealer,Manual,0
Honda City i,2016,8.03,11.04,50856,Diesel,Dealer,Manual,0
Honda City i,2017,8.9,12.08,18300,Petrol,Individual,Manual,0
Maruti Swift LDI,2015,4.95,7.01,59292,Diesel,Dealer,Manual,0
Maruti Celerio ZXI,2018,5.45,4.69,10000,Petrol,Dealer,Automatic,0
Maruti Baleno Zeta,2018,7.75,6.85,21147,Petrol,Dealer,Automatic,0
Honda City i-DTEC,2017,9.25,12.42,69000,Diesel,Dealer,Manual,0
Mahindra Marazzo M8,2019,14.5,10.8,10000,Diesel,Individual,Manual,0
Maruti Swift AMT,2018,7.9,6.32,16000,Diesel,Dealer,Automatic,0
Toyota Innova Crysta,2017,17.9,15.61,36000,Diesel,Dealer,Manual,0
Maruti Baleno Delta,2017,6.2,7.08,37000,Petrol,Dealer,Manual,0
Maruti Celerio VDi,2016,3.75,4.74,61173,Diesel,Dealer,Manual,0
Maruti Swift VDI,2016,5.95,6.94,77321,Diesel,Dealer,Manual,0
Audi A4 35,2016,24.5,38.53,30000,Diesel,Dealer,Automatic,0
Mahindra XUV500 W8,2014,8.5,12.92,75000,Diesel,Dealer,Manual,0
Maruti Baleno Alpha,2017,7.5,7.97,51000,Petrol,Dealer,Automatic,0
Maruti Baleno Alpha,2018,7.75,7.23,17000,Petrol,Dealer,Manual,0
Maruti Swift Vdi,2008,2.6,7.49,100000,Diesel,Individual,Manual,1
Audi A6 2.0,2013,20.0,57.07,35000,Diesel,Individual,Automatic,1
Hyundai EON Sportz,2017,3.0,7.44,10000,Petrol,Individual,Manual,0
Mahindra XUV500 AT,2016,13.0,13.35,91567,Diesel,Individual,Automatic,2
Maruti Celerio VXI,2017,3.8,5.1,50000,Petrol,Individual,Manual,0
Hyundai Grand i10,2017,4.8,5.5,60000,Petrol,Individual,Manual,0
Maruti Alto 800,2016,2.4,3.74,35000,Petrol,Individual,Manual,1
Hyundai Verna 1.4,2014,5.0,9.67,33400,Petrol,Individual,Manual,0
Maruti Swift LXI,2015,4.2,6.94,36000,Petrol,Individual,Manual,0
Ford Figo Diesel,2011,1.3,5.93,180000,Diesel,Individual,Manual,1
Maruti Alto K10,2012,1.1,4.23,80000,Petrol,Individual,Manual,0
Maruti Alto LX,2007,1.2,3.46,120000,Petrol,Individual,Manual,1
Maruti Swift Dzire,2017,7.0,6.63,80000,Diesel,Individual,Automatic,0
Maruti Swift Dzire,2018,5.5,7.64,120000,Diesel,Individual,Manual,0
Tata Indigo CS,2014,1.9,5.88,110000,Diesel,Individual,Manual,1
Toyota Etios Liva,2018,6.65,6.83,70000,Diesel,Individual,Manual,0
Mahindra Xylo D4,2014,4.45,11.66,120000,Diesel,Individual,Manual,1
Hyundai i20 Magna,2012,3.4,7.1,92686,Diesel,Dealer,Manual,1
Hyundai Sonata 2.0L,2009,3.3,8.32,180000,Diesel,Individual,Manual,0
Tata Manza Club,2012,2.7,6.36,80000,Diesel,Individual,Manual,0
Mahindra XUV500 AT,2015,10.45,14.07,70000,Diesel,Individual,Automatic,0
Maruti Swift Ldi,2009,2.79,6.25,117000,Diesel,Individual,Manual,0
Ford Aspire Trend,2018,6.2,6.17,15000,Petrol,Individual,Manual,0
Skoda Octavia L,2007,2.5,27.3,100000,Diesel,Individual,Manual,1
Hyundai Verna 1.6,2012,4.75,9.39,83000,Petrol,Individual,Automatic,0
Chevrolet Cruze LTZ,2016,7.5,14.28,67600,Diesel,Individual,Automatic,0
Mitsubishi Pajero Sport,2015,12.5,13.65,160000,Diesel,Individual,Manual,1
Hyundai EON Era,2014,2.5,7.92,80000,Petrol,Individual,Manual,1
Honda Amaze VX,2013,4.45,5.92,100000,Diesel,Individual,Manual,0
Volkswagen Jetta 2.0,2010,4.0,10.0,100000,Diesel,Individual,Manual,0
Hyundai i20 1.4,2010,3.5,7.72,90000,Diesel,Individual,Manual,1
Skoda Rapid Ultima,2012,2.95,10.55,140000,Diesel,Individual,Manual,0
Maruti Swift Dzire,2018,6.0,7.5,25000,Petrol,Individual,Manual,0
Toyota Innova Crysta,2018,16.5,17.4,20000,Diesel,Individual,Manual,0
Maruti 800 AC,2012,1.0,2.48,30000,Petrol,Individual,Manual,0
Ford Aspire Trend,2018,6.9,6.17,13000,Petrol,Individual,Manual,0
Hyundai i20 1.2,2018,7.1,7.96,42000,Petrol,Individual,Manual,0
Hyundai EON 1.0,2018,3.5,7.2,10000,Petrol,Individual,Manual,1
Maruti Alto K10,2012,2.2,4.23,13000,Petrol,Individual,Manual,0
Renault Triber RXZ,2019,7.0,5.57,6500,Petrol,Individual,Manual,0
Hyundai EON Magna,2013,1.98,8.0,49500,Petrol,Individual,Manual,1
Hyundai i20 1.4,2011,3.5,7.41,50000,Diesel,Individual,Manual,0
Tata Indigo CR4,2011,2.1,5.76,175000,Diesel,Individual,Manual,1
Tata Indigo eCS,2011,2.1,5.82,175000,Diesel,Individual,Manual,1
Hyundai Accent Gvs,2003,0.7,7.52,120000,Petrol,Individual,Manual,2
Maruti Ritz ZDi,2014,3.75,5.81,110000,Diesel,Individual,Manual,2
Maruti Swift Dzire,2012,3.8,6.49,112048,Petrol,Individual,Manual,1
Honda City 1.5,2010,3.6,12.42,98000,Petrol,Individual,Manual,2
Mahindra XUV500 W6,2015,9.45,13.5,41000,Diesel,Individual,Manual,0
Chevrolet Tavera Neo,2016,6.2,6.54,120000,Diesel,Individual,Manual,0
Toyota Platinum Etios,2018,7.8,15.45,116000,Diesel,Individual,Manual,0
Maruti Swift LXI,2020,4.45,7.21,1000,Petrol,Individual,Manual,0
Hyundai Xcent 1.2,2018,5.75,7.02,15000,Petrol,Individual,Automatic,0
Maruti S-Cross 2017-2020,2018,9.75,8.18,5000,Diesel,Individual,Manual,0
Tata Tiago 2019-2020,2019,4.5,5.18,3500,Petrol,Individual,Manual,0
Maruti Swift 1.3,2009,1.98,6.18,91000,Petrol,Individual,Manual,1
Ford Figo 1.5D,2017,4.95,6.47,56000,Diesel,Individual,Manual,0
Toyota Innova 2.5,2013,8.3,13.12,215000,Diesel,Individual,Manual,0
Mahindra XUV500 W6,2012,8.0,13.5,40000,Diesel,Individual,Manual,0
Maruti Swift VDI,2010,3.0,6.94,70000,Diesel,Individual,Manual,2
Maruti Ritz VDi,2013,3.0,5.31,120000,Diesel,Individual,Manual,1
Mahindra Scorpio 2.6,2003,2.0,11.93,120000,Diesel,Individual,Manual,1
Honda Brio 1.2,2017,4.8,5.11,30400,Petrol,Dealer,Manual,0
Honda BR-V i-DTEC,2017,9.5,9.8,24000,Diesel,Dealer,Manual,0
Honda BR-V i-VTEC,2017,8.4,9.7,30646,Petrol,Dealer,Manual,0
Hyundai Verna 1.6,2017,8.0,8.56,15000,Diesel,Individual,Manual,0
Volkswagen Vento 1.5,2017,7.5,10.53,50000,Diesel,Individual,Manual,0
Hyundai EON Era,2017,2.55,7.92,34000,Petrol,Individual,Manual,0
Maruti Ertiga SHVS,2016,7.25,11.01,54000,Diesel,Individual,Manual,1
Mercedes-Benz B Class,2016,18.59,58.2,40000,Diesel,Individual,Automatic,1
Chevrolet Beat LT,2012,1.45,4.23,120000,Petrol,Individual,Manual,0
Tata Nexon 1.2,2018,7.5,8.57,15000,Petrol,Individual,Manual,0
Volkswagen Ameo 1.5,2017,6.55,10.8,50000,Diesel,Individual,Automatic,0
Ford Figo Diesel,2011,2.1,5.93,84000,Diesel,Individual,Manual,1
Honda City 1.5,2011,4.5,12.08,50000,Petrol,Individual,Manual,0
Hyundai Santro Sportz,2019,4.66,4.85,25000,Petrol,Individual,Automatic,3
Ford Figo Aspire,2018,6.24,5.57,14681,Diesel,Dealer,Manual,0
Ford Figo 1.5D,2015,5.8,5.57,52000,Diesel,Individual,Manual,0
Hyundai Santro Sportz,2019,4.3,4.9,18500,Petrol,Individual,Manual,0
Tata Indigo CS,2012,1.55,5.94,50000,Diesel,Individual,Manual,0
Datsun RediGO 1.0,2017,2.4,3.75,35000,Petrol,Individual,Manual,0
Toyota Etios G,2016,5.4,6.75,15500,Petrol,Individual,Manual,0
Tata Indigo CS,2013,2.5,5.64,120000,Diesel,Individual,Manual,0
Tata Indigo eCS,2012,2.6,5.88,60000,Diesel,Individual,Manual,0
Mahindra Scorpio LX,2011,5.5,13.3,80000,Diesel,Individual,Manual,1
Ford Ecosport 1.0,2014,5.5,9.44,43011,Petrol,Dealer,Manual,0
Renault Duster 110PS,2015,6.0,8.69,136000,Diesel,Individual,Manual,0
Ford Figo Aspire,2017,5.5,5.93,15000,Diesel,Individual,Manual,0
Mahindra Bolero SLX,2011,3.7,8.57,110000,Diesel,Individual,Manual,1
Hyundai i10 Magna,2008,2.5,4.89,100000,Petrol,Individual,Manual,1
Maruti Alto LXi,2005,1.25,3.53,70000,Petrol,Individual,Manual,3
Tata Indica Vista,2010,2.0,3.96,110000,Diesel,Individual,Manual,0
Honda WR-V i-DTEC,2017,6.75,7.9,127991,Diesel,Dealer,Manual,0
Mitsubishi Lancer 2.0,1999,1.5,16.35,198000,Diesel,Individual,Manual,1
Tata Indigo eCS,2010,2.9,5.88,65000,Petrol,Individual,Manual,0
Maruti Esteem Lxi,2002,0.95,5.22,90000,Petrol,Individual,Manual,2
Maruti Ciaz 1.3,2018,8.89,9.44,20000,Diesel,Individual,Manual,0
Volkswagen Ameo 1.2,2016,4.0,9.1,60000,Petrol,Individual,Manual,0
Renault KWID RXT,2018,3.9,3.89,13120,Petrol,Individual,Manual,0
Jeep Compass 2.0,2017,15.5,19.39,87500,Diesel,Individual,Manual,0
Hyundai Verna 1.6,2014,6.0,10.04,125000,Diesel,Individual,Manual,0
Hyundai Elite i20,2018,8.0,7.2,25000,Petrol,Individual,Automatic,0
Maruti Ertiga ZDI,2013,6.0,11.76,120000,Diesel,Individual,Manual,2
Hyundai Verna 1.6,2015,7.95,8.46,35000,Petrol,Individual,Manual,0
Hyundai i20 Asta,2016,7.35,7.33,25000,Diesel,Individual,Manual,0
